-0.0489816	-0.217546	0.663
-0.047876	-0.217546	0.663
-0.0467703	-0.217546	0.663
-0.0456647	-0.217546	0.663
-0.044559	-0.217546	0.663
-0.0434534	-0.217546	0.663
-0.0511157	-0.216113	0.662
-0.0500118	-0.216113	0.662
-0.0489816	-0.21644	0.663
-0.0478038	-0.216113	0.662
-0.0466998	-0.216113	0.662
-0.0455958	-0.216113	0.662
-0.044559	-0.21644	0.663
-0.0434534	-0.21644	0.663
-0.0423477	-0.21644	0.663
-0.0412421	-0.21644	0.663
-0.0401969	-0.216766	0.664
-0.0390896	-0.216766	0.664
-0.0379823	-0.216766	0.664
-0.036875	-0.216766	0.664
-0.0357676	-0.216766	0.664
-0.0545099	-0.215334	0.663
-0.0534043	-0.215334	0.663
-0.0522986	-0.215334	0.663
-0.051193	-0.215334	0.663
-0.0500118	-0.215009	0.662
-0.0489078	-0.215009	0.662
-0.0478038	-0.215009	0.662
-0.0467703	-0.215334	0.663
-0.0456647	-0.215334	0.663
-0.044559	-0.215334	0.663
-0.0433878	-0.215009	0.662
-0.0423477	-0.215334	0.663
-0.0412421	-0.215334	0.663
-0.0401364	-0.215334	0.663
-0.0390307	-0.215334	0.663
-0.0379251	-0.215334	0.663
-0.0368194	-0.215334	0.663
-0.0357676	-0.215659	0.664
-0.0346603	-0.215659	0.664
-0.033553	-0.215659	0.664
-0.0324457	-0.215659	0.664
-0.0717382	-0.216167	0.669
-0.0705169	-0.215844	0.668
-0.0694029	-0.215844	0.668
-0.068289	-0.215844	0.668
-0.067175	-0.215844	0.668
-0.0579141	-0.214552	0.664
-0.0568068	-0.214552	0.664
-0.0556995	-0.214552	0.664
-0.0545099	-0.214229	0.663
-0.0534043	-0.214229	0.663
-0.0522986	-0.214229	0.663
-0.051193	-0.214229	0.663
-0.0500873	-0.214229	0.663
-0.0489078	-0.213905	0.662
-0.0478038	-0.213905	0.662
-0.0466998	-0.213905	0.662
-0.0455958	-0.213905	0.662
-0.0444918	-0.213905	0.662
-0.0433878	-0.213905	0.662
-0.0423477	-0.214229	0.663
-0.0412421	-0.214229	0.663
-0.0401364	-0.214229	0.663
-0.0390307	-0.214229	0.663
-0.0379251	-0.214229	0.663
-0.0368194	-0.214229	0.663
-0.0357138	-0.214229	0.663
-0.0346603	-0.214552	0.664
-0.0335025	-0.214229	0.663
-0.0324457	-0.214552	0.664
-0.0313383	-0.214552	0.664
-0.030231	-0.214552	0.664
-0.0291237	-0.214552	0.664
-0.0728538	-0.215052	0.669
-0.0717382	-0.215052	0.669
-0.0705169	-0.21473	0.668
-0.0694029	-0.21473	0.668
-0.068289	-0.21473	0.668
-0.0670744	-0.214409	0.667
-0.0659621	-0.214409	0.667
-0.0648497	-0.214409	0.667
-0.0637374	-0.214409	0.667
-0.0626251	-0.214409	0.667
-0.0614205	-0.214087	0.666
-0.0603099	-0.214087	0.666
-0.0591103	-0.213766	0.665
-0.0580013	-0.213766	0.665
-0.0568068	-0.213444	0.664
-0.0556995	-0.213444	0.664
-0.0545921	-0.213444	0.664
-0.0534043	-0.213123	0.663
-0.0522986	-0.213123	0.663
-0.051193	-0.213123	0.663
-0.0500118	-0.212801	0.662
-0.0489078	-0.212801	0.662
-0.047876	-0.213123	0.663
-0.0467703	-0.213123	0.663
-0.0456647	-0.213123	0.663
-0.0444918	-0.212801	0.662
-0.0433878	-0.212801	0.662
-0.0423477	-0.213123	0.663
-0.0411798	-0.212801	0.662
-0.0400759	-0.212801	0.662
-0.0390307	-0.213123	0.663
-0.0379251	-0.213123	0.663
-0.0367639	-0.212801	0.662
-0.0357138	-0.213123	0.663
-0.0346081	-0.213123	0.663
-0.0335025	-0.213123	0.663
-0.0324457	-0.213444	0.664
-0.0312911	-0.213123	0.663
-0.0301855	-0.213123	0.663
-0.0291237	-0.213444	0.664
-0.0279742	-0.213123	0.663
-0.0268685	-0.213123	0.663
-0.0258017	-0.213444	0.664
-0.0246572	-0.213123	0.663
-0.0235515	-0.213123	0.663
-0.022412	-0.212801	0.662
-0.021308	-0.212801	0.662
-0.0202041	-0.212801	0.662
-0.0191001	-0.212801	0.662
-0.0179689	-0.21248	0.661
-0.0168666	-0.21248	0.661
-0.0157643	-0.21248	0.661
-0.0146619	-0.21248	0.661
-0.0135596	-0.21248	0.661
-0.0124761	-0.212801	0.662
-0.0113721	-0.212801	0.662
-0.0102682	-0.212801	0.662
-0.00917802	-0.213123	0.663
